Id Inscripció,Nom,Nom Lliga,Territorial de la competició,Entitat,Territorial del club,Estat,Codi Lliga,Data Pagament Albara,Data Introducció,Accés a les fases,Is Impresa?,Nivell,Núm. sorteig,Modalitat,Categoria,Subcategoria,Dia partit,Horari partit,Observacions,Grups,Email
214449,"Sant Peter´s School ""C""",FUTBOL 5 INFANTIL MIXT 1ª FASE CEEB,,Sant Peter´s School,Genèrica,Tramitada,,2025-09-23,2025-09-23,,1,Nivell C,Fora,FUTBOL 5,INFANTIL,MIXT,Divendres,20:00 h,,,farnau@stpeters.es
214448,"Sant Peter´s School ""C""",FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,,Sant Peter´s School,Genèrica,Tramitada,,2025-09-23,2025-09-23,,1,Nivell C,Fora,FUTBOL 5,PREINFANTIL,MIXT,Divendres,19:00 h,,,farnau@stpeters.es
214447,"Sant Peter´s School ""C""",BÀSQUET PREINFANTIL FEMENÍ 1ª FASE CEEB,,Sant Peter´s School,Genèrica,Tramitada,,2025-09-23,2025-09-23,,1,Nivell D,Fora,BÀSQUET,PREINFANTIL,FEMENÍ,Divendres,19:00 h,,,farnau@stpeters.es
214442,"Club Voleibol Sant Andreu (7 d'Aventura) ""Verd""",VOLEIBOL JUVENIL FEMENÍ 1ª FASE CEEB,,Club Voleibol Sant Andreu (7 d'Aventura),Genèrica,Tramitada,,2025-09-30,2025-09-23,,1,Nivell B,5,VOLEIBOL,JUVENIL,FEMENI,Divendres,20:30 h,,,coordinacio.cvsantandreu@gmail.com
214441,"OAK House British School ""A""",BÀSQUET INFANTIL MIXT 1ª FASE CEEB,,OAK House British School,Genèrica,Tramitada,,2025-10-01,2025-09-23,,1,Nivell D,1,BÀSQUET,INFANTIL,MIXT,Divendres,18:00 h,LLIGA DELS DIVENDRES,,e.quifet@hotmail.com
214440,Sant Peter´s School,VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,,Sant Peter´s School,Genèrica,Tramitada,,2025-09-23,2025-09-23,,1,Nivell C,Fora,VOLEIBOL,ALEVÍ,MIXT,Divendres,18:00 h,,,farnau@stpeters.es
214439,"Club Voleibol Sant Andreu (7 d'Aventura) ""A""",VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,,Club Voleibol Sant Andreu (7 d'Aventura),Genèrica,Tramitada,,2025-09-30,2025-09-23,,1,Nivell A,1,VOLEIBOL,CADET,FEMENI,Dissabte,11:15 h,,,coordinacio.cvsantandreu@gmail.com
214438,"Sant Peter´s School ""A""",VOLEIBOL CADET MIXT 1ª FASE CEEB,,Sant Peter´s School,Genèrica,Tramitada,,2025-09-23,2025-09-23,,1,Nivell C,Fora,VOLEIBOL,CADET,MIXT,Divendres,19:30 h,,,farnau@stpeters.es
214437,"Club Voleibol Sant Andreu (7 d'Aventura) ""Verd""",VOLEIBOL CADET FEMENÍ 1ª FASE CEEB,,Club Voleibol Sant Andreu (7 d'Aventura),Genèrica,Tramitada,,2025-09-30,2025-09-23,,1,Nivell A,1,VOLEIBOL,CADET,FEMENI,Divendres,20:30 h,,,coordinacio.cvsantandreu@gmail.com
214436,"Club Voleibol Sant Andreu (7 d'Aventura) ""Vermell""",VOLEIBOL INFANTIL FEMENÍ 1ª FASE CEEB,,Club Voleibol Sant Andreu (7 d'Aventura),Genèrica,Tramitada,,2025-09-30,2025-09-23,,1,Nivell A,5,VOLEIBOL,INFANTIL,FEMENI,Dissabte,09:00 h,,,coordinacio.cvsantandreu@gmail.com
214435,"Club Voleibol Sant Andreu (7 d'Aventura) ""Verd""",VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,,Club Voleibol Sant Andreu (7 d'Aventura),Genèrica,Tramitada,,2025-09-30,2025-09-23,,1,Nivell A,1,VOLEIBOL,ALEVÍ,MIXT,Divendres,19:15 h,,,coordinacio.cvsantandreu@gmail.com
214434,"Escola de Futbol Sala Sant Marc de Sarrià ""A""",FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,,Escola de Futbol Sala Sant Marc de Sarrià,Genèrica,Tramitada,,2025-09-26,2025-09-23,,1,Nivell D,Casa,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,por favor que nos pongan colegios los mas cercanos posible,,ansenio@santmarc.com
214433,"Escola Reina Elisenda-Virolai ""A""",BÀSQUET BENJAMÍ MIXT 1ª FASE CEEB,,Escola Virolai,Genèrica,Tramitada,,2025-09-25,2025-09-23,,1,Nivell A,3,BÀSQUET,BENJAMÍ,MIXT,Divendres,18:00 h,,,marcmedrano@reinaelisenda.virolai.com
214432,Escola Peter Pan,BÀSQUET PREBENJAMÍ MIXT 1ª FASE CEEB,,Escola Peter Pan,Genèrica,Tramitada,,2025-09-26,2025-09-22,,1,Nivell A,4,BÀSQUET,PREBENJAMÍ,MIXT,Divendres,18:45 h,,,ggonzalez@peterpan.cat
214431,"Escola Pia Balmes ""A""",BÀSQUET LLIGA JOVE MIXT 1ª FASE CEEB,,Escola Pia Balmes,Genèrica,Tramitada,,2025-09-26,2025-09-22,,1,Nivell C,4,BÀSQUET,SÈNIOR,MIXT,Divendres,20:30 h,,,ramon.verges@balmes.epiaedu.cat
214430,"Escola Pia Balmes ""B""",FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,,Escola Pia Balmes,Genèrica,Tramitada,,2025-09-26,2025-09-22,,1,Nivell C,8,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,,,ramon.verges@balmes.epiaedu.cat
214429,"Escola Pia Balmes ""A""",FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,,Escola Pia Balmes,Genèrica,Tramitada,,2025-09-26,2025-09-22,,1,Nivell C,4,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,,,ramon.verges@balmes.epiaedu.cat
214428,"Jesuïtes Casp ""A""",BÀSQUET BENJAMÍ MIXT 1ª FASE CEEB,,Jesuïtes Casp,Genèrica,Tramitada,,2025-09-25,2025-09-22,,1,Nivell D,3,BÀSQUET,BENJAMÍ,MIXT,Divendres,18:00 h,,,aldosegarra008@gmail.com
214427,"Jesuïtes Casp ""A""",BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,,Jesuïtes Casp,Genèrica,Tramitada,,2025-09-25,2025-09-22,,1,Nivell C,3,BÀSQUET,PREALEVÍ,MIXT,Divendres,18:00 h,,,aldosegarra008@gmail.com
214426,"EB Vallcarca Nord (FBC) ""Blau""",FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,EB Vallcarca Nord (FBC),Genèrica,Tramitada,,,2025-09-22,,1,Nivell E,,FUTBOL 5,BENJAMÍ,MIXT,Divendres,18:15 h,,,vallcarcanord.fbc@gmail.com
214425,"CELH (CE Alheña) ""A""",FUTBOL 5 CADET FEMENÍ 1ª FASE CEEB,,CELH (CE Alheña),Genèrica,Tramitada,,2025-09-29,2025-09-22,,1,Nivell C,Casa,FUTBOL 5,CADET,FEMENÍ,Dissabte,11:00 h,,,cealhenya@gmail.com
214424,"Jesuïtes Casp ""A""",BÀSQUET ALEVÍ MIXT 1ª FASE CEEB,,Jesuïtes Casp,Genèrica,Tramitada,,2025-09-25,2025-09-22,,1,Nivell B,3,BÀSQUET,ALEVÍ,MIXT,Divendres,19:15 h,,,aldosegarra008@gmail.com
214423,"EB Vallcarca Nord (FBC) ""Blau""",FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,,EB Vallcarca Nord (FBC),Genèrica,Tramitada,,,2025-09-22,,1,Nivell E,,FUTBOL 5,ALEVÍ,MIXT,Divendres,19:15 h,,,vallcarcanord.fbc@gmail.com
214422,"EB Vallcarca Nord (FBC) ""Blau""",BÀSQUET ALEVÍ MIXT 1ª FASE CEEB,,EB Vallcarca Nord (FBC),Genèrica,Tramitada,,,2025-09-22,,1,Nivell D,,BÀSQUET,ALEVÍ,MIXT,Divendres,19:30 h,,,vallcarcanord.fbc@gmail.com
214421,"Pam Roig (FPC CET 10) ""A""",FUTBOL 5 CADET MIXT 1ª FASE CEEB,,Pam Roig (FPC CET 10),Genèrica,Tramitada,,,2025-09-22,,1,Nivell E,Fora,FUTBOL 5,CADET,MIXT,Divendres,18:00 h,,,mperez@cet10.com
214420,"EB Vallcarca Nord (FBC) ""Blau""",BÀSQUET ALEVÍ FEMENÍ 1ª FASE CEEB,,EB Vallcarca Nord (FBC),Genèrica,Tramitada,,,2025-09-22,,1,Nivell E,,BÀSQUET,ALEVÍ,FEMENÍ,Divendres,19:30 h,,,vallcarcanord.fbc@gmail.com
214419,"Pam Roig (FPC CET 10) ""A""",FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,,Pam Roig (FPC CET 10),Genèrica,Tramitada,,,2025-09-22,,1,Nivell E,Casa,FUTBOL 5,PREINFANTIL,MIXT,Divendres,18:00 h,,,mperez@cet10.com
214418,"EB Vallcarca Nord (FBC) ""Blau""",BÀSQUET BENJAMÍ MIXT 1ª FASE CEEB,,EB Vallcarca Nord (FBC),Genèrica,Tramitada,,,2025-09-22,,1,Nivell E,,BÀSQUET,BENJAMÍ,MIXT,Divendres,18:15 h,,,vallcarcanord.fbc@gmail.com
214417,"EB Vallcarca Nord (FBC) ""Blau""",BÀSQUET PREBENJAMÍ MIXT 1ª FASE CEEB,,EB Vallcarca Nord (FBC),Genèrica,Tramitada,,,2025-09-22,,1,Nivell E,,BÀSQUET,PREBENJAMÍ,MIXT,Divendres,18:15 h,,,vallcarcanord.fbc@gmail.com
214416,"Pam Roig (FPC CET 10) ""A""",VOLEIBOL INFANTIL MIXT 1ª FASE CEEB,,Pam Roig (FPC CET 10),Genèrica,Tramitada,,,2025-09-22,,1,Nivell E,Casa,VOLEIBOL,INFANTIL,MIXT,Divendres,18:00 h,,,mperez@cet10.com
214415,"Institut Caterina Albert (FPC CET 10) ""A""",VOLEIBOL INFANTIL MIXT 1ª FASE CEEB,,Institut Caterina Albert (FPC CET 10),Genèrica,Tramitada,,,2025-09-22,,1,Nivell E,Casa,VOLEIBOL,INFANTIL,MIXT,Divendres,18:00 h,,,falemany@cet10.com
214414,"Institut Caterina Albert (FPC CET 10) ""A""",FUTBOL 5 PREINFANTIL MIXT 1ª FASE CEEB,,Institut Caterina Albert (FPC CET 10),Genèrica,Tramitada,,,2025-09-22,,1,Nivell E,Casa,FUTBOL 5,PREINFANTIL,MIXT,Divendres,18:00 h,,,falemany@cet10.com
214413,"Escola Fructuós Gelabert (AE L'Eixample) ""A""",VOLEIBOL ALEVÍ MIXT 1ª FASE CEEB,,Escola Fructuós Gelabert (AE L'Eixample),Genèrica,Tramitada,,,2025-09-22,,1,Nivell D,1,VOLEIBOL,ALEVÍ,MIXT,Divendres,19:00 h,,,Fructuosgelabert@ae-eixample.cat
214412,"Escola Brasil (FPC CET 10) ""A""",FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,Escola Brasil (FPC CET 10),Genèrica,Tramitada,,,2025-09-22,,1,Nivell E,Casa,FUTBOL 5,BENJAMÍ,MIXT,Divendres,18:00 h,,,mperez@cet10.com
214411,"Escola Fructuós Gelabert (AE L'Eixample) ""A""",FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,,Escola Fructuós Gelabert (AE L'Eixample),Genèrica,Tramitada,,,2025-09-22,,1,Nivell D,1,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:00 h,,,Fructuosgelabert@ae-eixample.cat
214410,"ACE Sansur ""A""",VOLEIBOL INFANTIL MIXT 1ª FASE CEEB,,ACE Sansur,Genèrica,Tramitada,,2025-09-22,2025-09-22,,1,Nivell C,Fora,VOLEIBOL,INFANTIL,MIXT,Divendres,18:30 h,,,acesansur1979@gmail.com
214409,"ACE Sansur ""A""",FUTBOL 5 CADET MIXT 1ª FASE CEEB,,ACE Sansur,Genèrica,Tramitada,,2025-09-22,2025-09-22,,1,Nivell C,Casa,FUTBOL 5,CADET,MIXT,Dissabte,13:30 h,,,acesansur1979@gmail.com
214408,"Unio Esportiva d´Horta ""Blau""",HOQUEI PATINS MENUTS|MENUDES MIXT 1ª FASE CEEB,,Unio Esportiva d´Horta,Genèrica,Tramitada,,2025-09-30,2025-09-22,,1,Nivell A,Casa,HOQUEI PATINS,MENUTS,MIXT,Dissabte,15:00 h,,,escolahoquei@uehorta.cat
214407,"Escola Pia Balmes ""A""",BÀSQUET LLIGA JOVE FEMENÍ 1ª FASE CEEB,,Escola Pia Balmes,Genèrica,Tramitada,,2025-09-26,2025-09-22,,1,Nivell C,4,BÀSQUET,SÈNIOR,FEMENÍ,Dissabte,12:00 h,,,ramon.verges@balmes.epiaedu.cat
214406,"Escola Pia Balmes ""A""",BÀSQUET PREINFANTIL FEMENÍ 1ª FASE CEEB,,Escola Pia Balmes,Genèrica,Tramitada,,2025-09-26,2025-09-22,,1,Nivell C,4,BÀSQUET,PREINFANTIL,FEMENÍ,Dissabte,10:30 h,,,ramon.verges@balmes.epiaedu.cat
214405,"Escola Pia Balmes ""A""",BÀSQUET INFANTIL FEMENÍ 1ª FASE CEEB,,Escola Pia Balmes,Genèrica,Tramitada,,2025-09-26,2025-09-22,,1,Nivell D,8,BÀSQUET,INFANTIL,FEMENÍ,Divendres,20:30 h,,,ramon.verges@balmes.epiaedu.cat
214404,"ACE Sansur ""A""",FUTBOL 5 PREINFANTIL FEMENÍ 1ª FASE CEEB,,ACE Sansur,Genèrica,Tramitada,,2025-09-22,2025-09-22,,1,Nivell C,Casa,FUTBOL 5,PREINFANTIL,FEMENÍ,Dissabte,11:45 h,,,acesansur1979@gmail.com
214397,"Associacio Sant Marti Esport ""A""",BÀSQUET PREALEVÍ MIXT 1ª FASE CEEB,,Associacio Sant Marti Esport,Genèrica,Tramitada,,2025-09-29,2025-09-22,,1,Nivell E,Casa,BÀSQUET,PREALEVÍ,MIXT,Dissabte,10:30 h,,,silviasolegarcia@gmail.com
214395,"Escola Pia Balmes ""A""",BÀSQUET ALEVÍ FEMENÍ 1ª FASE CEEB,,Escola Pia Balmes,Genèrica,Tramitada,,2025-09-26,2025-09-22,,1,Nivell C,8,BÀSQUET,ALEVÍ,FEMENÍ,Divendres,19:15 h,,,ramon.verges@balmes.epiaedu.cat
214394,"Escola Pia Balmes ""A""",BÀSQUET PREALEVÍ FEMENÍ 1ª FASE CEEB,,Escola Pia Balmes,Genèrica,Tramitada,,2025-09-26,2025-09-22,,1,Nivell C,4,BÀSQUET,PREALEVÍ,FEMENÍ,Divendres,19:15 h,,,ramon.verges@balmes.epiaedu.cat
214393,"Escola Pia Balmes ""A""",BÀSQUET BENJAMÍ FEMENÍ 1ª FASE CEEB,,Escola Pia Balmes,Genèrica,Tramitada,,2025-09-26,2025-09-22,,1,Nivell D,8,BÀSQUET,BENJAMÍ,FEMENÍ,Divendres,18:00 h,,,ramon.verges@balmes.epiaedu.cat
214392,"Futsal Dante ""Negre""",FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,,Futsal Dante,Genèrica,Tramitada,,2025-09-29,2025-09-22,,1,Nivell E,Fora,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:30 h,,,direccio@futsaldante.com
214391,"Escola Pia Balmes ""A""",BÀSQUET PREBENJAMÍ MIXT 1ª FASE CEEB,,Escola Pia Balmes,Genèrica,Tramitada,,2025-09-26,2025-09-22,,1,Nivell E,4,BÀSQUET,PREBENJAMÍ,MIXT,Divendres,18:00 h,,,ramon.verges@balmes.epiaedu.cat
214390,Futsal Dante,FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,Futsal Dante,Genèrica,Tramitada,,2025-09-29,2025-09-22,,1,Nivell C,Fora,FUTBOL 5,BENJAMÍ,MIXT,Divendres,19:30 h,,,direccio@futsaldante.com
214389,"Escola Pia Balmes ""A""",FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,,Escola Pia Balmes,Genèrica,Tramitada,,2025-09-26,2025-09-22,,1,Nivell C,4,FUTBOL 5,ALEVÍ,MIXT,Divendres,20:00 h,,,ramon.verges@balmes.epiaedu.cat
214388,"Escola Virolai ""A""",HANDBOL PREBENJAMÍ MIXT 1ª FASE CEEB,,Escola Virolai,Genèrica,Tramitada,,2025-09-25,2025-09-22,,1,Nivell A,7,HANDBOL,PREBENJAMÍ,MIXT,Divendres,18:00 h,,,dtrallero@virolai.com
214387,"Escola Pia Balmes ""A""",FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,,Escola Pia Balmes,Genèrica,Tramitada,,2025-09-26,2025-09-22,,1,Nivell D,8,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:00 h,,,ramon.verges@balmes.epiaedu.cat
214386,"Escola Pia Balmes ""B""",FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,,Escola Pia Balmes,Genèrica,Tramitada,,2025-09-26,2025-09-22,,1,Nivell C,4,FUTBOL 5,PREALEVÍ,MIXT,Divendres,19:00 h,,,ramon.verges@balmes.epiaedu.cat
214385,"Futsal Rosario Central ""B""",FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,,Futsal Rosario Central,Genèrica,Tramitada,,2025-10-02,2025-09-22,,1,Nivell B,4,FUTBOL 5,SÈNIOR,MIXT,Divendres,20:00 h,Coincidir amb equips BENJAMI/ALEVI,,fsrosariocentral@gmail.com
214384,"Futsal Rosario Central ""A""",FUTBOL 5 LLIGA JOVE FEMENÍ 1ª FASE CEEB,,Futsal Rosario Central,Genèrica,Tramitada,,2025-10-02,2025-09-22,,1,Nivell C,8,FUTBOL 5,SÈNIOR,FEMENÍ,Divendres,21:00 h,"Coincidir amb Lliga Jove Mixt ""A"" gràcies",,fsrosariocentral@gmail.com
214383,"Futsal Rosario Central ""A""",FUTBOL 5 LLIGA JOVE MIXT 1ª FASE CEEB,,Futsal Rosario Central,Genèrica,Tramitada,,2025-10-02,2025-09-22,,1,Nivell C,8,FUTBOL 5,SÈNIOR,MIXT,Divendres,20:00 h,"Coincidir en divendres tarda amb el FEMENI ""A"" lliga jove femeni.",,fsrosariocentral@gmail.com
214380,"Escola Auró (AE L'Eixample) ""A""",FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,,Escola Auró (AE L'Eixample),Genèrica,Tramitada,,,2025-09-22,,1,Nivell C,4,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:30 h,,,auro@ae-eixample.cat
214379,"Escola Auró (AE L'Eixample) ""A""",FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,,Escola Auró (AE L'Eixample),Genèrica,Tramitada,,,2025-09-22,,1,Nivell C,4,FUTBOL 5,ALEVÍ,MIXT,Divendres,19:30 h,,,auro@ae-eixample.cat
214378,"Escola Auró (AE L'Eixample) ""A""",FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,Escola Auró (AE L'Eixample),Genèrica,Tramitada,,,2025-09-22,,1,Nivell C,8,FUTBOL 5,BENJAMÍ,MIXT,Divendres,19:30 h,,,auro@ae-eixample.cat
214377,"Escola Auró (AE L'Eixample) ""A""",FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,,Escola Auró (AE L'Eixample),Genèrica,Tramitada,,,2025-09-22,,1,Nivell D,8,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:30 h,,,auro@ae-eixample.cat
214376,"Escola Auró (AE L'Eixample) ""B""",BÀSQUET ALEVÍ MIXT 1ª FASE CEEB,,Escola Auró (AE L'Eixample),Genèrica,Tramitada,,,2025-09-22,,1,Nivell B,8,BÀSQUET,ALEVÍ,MIXT,Divendres,19:45 h,,,auro@ae-eixample.cat
214375,"Escola Auró (AE L'Eixample) ""A""",BÀSQUET BENJAMÍ MIXT 1ª FASE CEEB,,Escola Auró (AE L'Eixample),Genèrica,Tramitada,,,2025-09-22,,1,Nivell C,8,BÀSQUET,BENJAMÍ,MIXT,Divendres,18:30 h,,,auro@ae-eixample.cat
214374,"Escola Auró (AE L'Eixample) ""A""",BÀSQUET ALEVÍ MIXT 1ª FASE CEEB,,Escola Auró (AE L'Eixample),Genèrica,Tramitada,,,2025-09-22,,1,Nivell D,4,BÀSQUET,ALEVÍ,MIXT,Divendres,19:45 h,,,auro@ae-eixample.cat
214373,"Escola Auró (AE L'Eixample) ""A""",BÀSQUET PREBENJAMÍ MIXT 1ª FASE CEEB,,Escola Auró (AE L'Eixample),Genèrica,Tramitada,,,2025-09-22,,1,Nivell D,4,BÀSQUET,PREBENJAMÍ,MIXT,Divendres,18:30 h,,,auro@ae-eixample.cat
214370,Centre Montserrat-Xavier,FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,Centre Montserrat-Xavier,Genèrica,Facturada,,,2025-09-22,,1,Nivell E,Casa,FUTBOL 5,BENJAMÍ,MIXT,Divendres,18:00 h,,,cmx1904futsal@gmail.com
214369,"Lycée Français de Gavà (Bon Soleil) ""B""",FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,Lycée Français de Gavà (Bon Soleil),Genèrica,Tramitada,,2025-09-29,2025-09-22,,1,Nivell D,Casa,FUTBOL 5,BENJAMÍ,MIXT,Dissabte,12:00 h,,,deporte@bonsoleil.es
214368,"Club Esportiu Terra Negra ""A""",FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,Club Esportiu Terra Negra,Genèrica,Tramitada,,2025-09-23,2025-09-22,,1,Nivell E,Casa,FUTBOL 5,BENJAMÍ,MIXT,Dissabte,11:00 h,,,coordinacio@clubterranegra.com
214367,"Club Esportiu Terra Negra ""A""",FUTBOL 5 INFANTIL MIXT 1ª FASE CEEB,,Club Esportiu Terra Negra,Genèrica,Tramitada,,2025-09-23,2025-09-22,,1,Nivell C,Casa,FUTBOL 5,INFANTIL,MIXT,Dissabte,12:00 h,,,coordinacio@clubterranegra.com
214366,"Club Esportiu Terra Negra ""A""",FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,,Club Esportiu Terra Negra,Genèrica,Tramitada,,2025-09-23,2025-09-22,,1,Nivell E,Casa,FUTBOL 5,ALEVÍ,MIXT,Divendres,18:00 h,Alternar sorteig amb Femení de Palmasec.,,coordinacio@clubterranegra.com
214365,Col·legi SAFA Horta,FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,Col·legi SAFA Horta,Genèrica,Facturada,,,2025-09-22,,1,Nivell E,Casa,FUTBOL 5,BENJAMÍ,MIXT,Divendres,19:00 h,,,javiruiz_moreno@hotmail.com
214364,Col·legi SAFA Horta,FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,,Col·legi SAFA Horta,Genèrica,Facturada,,,2025-09-22,,1,Nivell E,Fora,FUTBOL 5,ALEVÍ,MIXT,Dissabte,12:00 h,,,javiruiz_moreno@hotmail.com
214363,"Jesuïtes El Clot-Escola del Clot ""A""",BÀSQUET MENUDETS|MENUDETES MIXT 1ª FASE CEEB,,Jesuïtes El Clot-Escola del Clot,Genèrica,Tramitada,,,2025-09-22,,1,Nivell C,6,BÀSQUET,MENUDETS,MIXT,Divendres,18:00 h,,,sandra.carballares@fje.edu
214362,"Jesuïtes El Clot-Escola del Clot ""A""",BÀSQUET PREINFANTIL MIXT 1ª FASE CEEB,,Jesuïtes El Clot-Escola del Clot,Genèrica,Tramitada,,,2025-09-22,,1,Nivell C,2,BÀSQUET,PREINFANTIL,MIXT,Divendres,18:30 h,,,sandra.carballares@fje.edu
214361,"Jesuïtes El Clot-Escola del Clot ""A""",BÀSQUET LLIGA ABSOLUTA FEMENÍ 1ª FASE CEEB,,Jesuïtes El Clot-Escola del Clot,Genèrica,Tramitada,,,2025-09-22,,1,Nivell C,6,BÀSQUET,SÈNIOR,FEMENÍ,Divendres,19:00 h,,,sandra.carballares@fje.edu
214360,"Jesuïtes El Clot-Escola del Clot ""B""",BÀSQUET LLIGA ABSOLUTA MIXT 1ª FASE CEEB,,Jesuïtes El Clot-Escola del Clot,Genèrica,Tramitada,,,2025-09-22,,1,Nivell C,6,BÀSQUET,SÈNIOR,MIXT,Divendres,20:30 h,,,sandra.carballares@fje.edu
214359,"Jesuïtes El Clot-Escola del Clot ""A""",BÀSQUET LLIGA ABSOLUTA MIXT 1ª FASE CEEB,,Jesuïtes El Clot-Escola del Clot,Genèrica,Tramitada,,,2025-09-22,,1,Nivell C,2,BÀSQUET,SÈNIOR,MIXT,Divendres,20:30 h,,,sandra.carballares@fje.edu
214358,CE Vincit-Provençalenc A,FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,CE Vincit-Provençalenc,Genèrica,Tramitada,,2025-09-24,2025-09-21,,1,Nivell D,Fora,FUTBOL 5,BENJAMÍ,MIXT,Divendres,19:15 h,,,cevincit@gmail.com
214357,"CE Vincit-Provençalenc ""A""",FUTBOL 5 PREALEVÍ FEMENÍ 1ª FASE CEEB,,CE Vincit-Provençalenc,Genèrica,Tramitada,,2025-09-24,2025-09-21,,1,Nivell C,Fora,FUTBOL 5,PREALEVÍ,FEMENÍ,Divendres,18:15 h,,,CEVINCIT@GMAIL.COM
214356,"CE Vincit-Provençalenc ""C""",FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,CE Vincit-Provençalenc,Genèrica,Tramitada,,2025-09-24,2025-09-21,,1,Nivell C,Casa,FUTBOL 5,BENJAMÍ,MIXT,Divendres,19:15 h,,,CEVINCIT@GMAIL.COM
214355,CE Vincit-Provençalenc B,FUTBOL 5 BENJAMÍ MIXT 1ª FASE CEEB,,CE Vincit-Provençalenc,Genèrica,Tramitada,,2025-09-24,2025-09-21,,1,Nivell B,Fora,FUTBOL 5,BENJAMÍ,MIXT,Divendres,18:00 h,,,cevincit@gmail.com
214354,CE Vincit-Provençalenc C,FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,,CE Vincit-Provençalenc,Genèrica,Tramitada,,2025-09-24,2025-09-21,,1,Nivell C,Casa,FUTBOL 5,ALEVÍ,MIXT,Divendres,19:00 h,,,cevincit@gmail.com
214353,CE Vincit-Provençalenc B,FUTBOL 5 PREALEVÍ MIXT 1ª FASE CEEB,,CE Vincit-Provençalenc,Genèrica,Tramitada,,2025-09-24,2025-09-21,,1,Nivell B,Casa,FUTBOL 5,PREALEVÍ,MIXT,Divendres,18:00 h,,,cevincit@gmail.com
214352,CE Vincit-Provençalenc A,FUTBOL 5 MENUTS|MENUDES MIXT 1ª FASE CEEB,,CE Vincit-Provençalenc,Genèrica,Tramitada,,2025-09-24,2025-09-21,,1,Nivell C,Fora,FUTBOL 5,MENUTS,MIXT,Divendres,18:00 h,,,cevincit@gmail.com
214351,CE Vincit-Provençalenc A,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,,CE Vincit-Provençalenc,Genèrica,Tramitada,,2025-09-24,2025-09-21,,1,Nivell B,Fora,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,,,cevincit@gmail.com
214350,CE Vincit-Provençalenc B,FUTBOL 5 PREBENJAMÍ MIXT 1ª FASE CEEB,,CE Vincit-Provençalenc,Genèrica,Tramitada,,2025-09-24,2025-09-21,,1,Nivell C,Casa,FUTBOL 5,PREBENJAMÍ,MIXT,Divendres,18:00 h,,,cevincit@gmail.com
214349,CE Vincit-Provençalenc D,FUTBOL 5 CADET MIXT 1ª FASE CEEB,,CE Vincit-Provençalenc,Genèrica,Tramitada,,2025-09-24,2025-09-21,,1,Nivell C,Fora,FUTBOL 5,CADET,MIXT,Divendres,20:00 h,,,cevincit@gmail.com
214348,CE Vincit-Provençalenc B,FUTBOL 5 ALEVÍ MIXT 1ª FASE CEEB,,CE Vincit-Provençalenc,Genèrica,Tramitada,,2025-09-24,2025-09-21,,1,Nivell C,Fora,FUTBOL 5,ALEVÍ,MIXT,Divendres,19:00 h,,,cevincit@gmail.com
